Wiek,Średnie Zarobki,Czas Początkowy Podróży,Czas Końcowy Podróży,Całkowity Czas Podróży,Płeć_Kobieta,Płeć_Mężczyzna,Wykształcenie_Podstawowe,Wykształcenie_Wyższe,Wykształcenie_Średnie,Cel Podróży_Edukacja,Cel Podróży_Inne,Cel Podróży_Praca,Cel Podróży_Rozrywka,Cel Podróży_Zakupy
0.11482156946980573,1.6930768012692736,05:12,09:41,04:29,True,False,False,True,False,False,False,False,True,False
-1.1882560405357692,-1.5986547042825026,06:59,10:00,03:01,False,True,False,False,True,False,False,False,True,False
0.310283210970642,0.6129578004829354,05:18,14:52,09:34,False,True,True,False,False,True,False,False,False,False
-0.34125559403214545,0.45584999876913634,23:34,00:29,00:55,False,True,False,True,False,False,False,False,True,False
0.17997544997008447,1.2456592372556483,08:02,17:48,09:46,True,False,False,False,True,False,False,False,False,True
0.7663603744725932,1.0112576964312319,23:52,00:36,00:44,False,True,False,True,False,False,False,False,True,False
-0.6670249965335392,-0.8916209085029362,14:14,14:53,00:39,True,False,False,True,False,False,False,False,False,True
0.8966681354731506,-0.6811681688658247,08:29,19:27,10:58,True,False,False,False,True,False,False,False,True,False
0.24512933047036323,-0.8885764722840764,14:34,22:47,08:13,False,True,True,False,False,False,True,False,False,False
-0.6018711160332605,-0.6327693657966711,18:01,21:01,03:00,False,True,False,True,False,False,False,False,False,True
-0.5367172355329817,-1.1424074160329936,22:24,08:41,10:17,True,False,True,False,False,False,False,False,True,False
0.44059097197119945,-0.6316609962607364,07:08,10:16,03:08,True,False,True,False,False,False,False,True,False,False
-0.5367172355329817,1.2761093274521829,10:52,16:23,05:31,True,False,True,False,False,False,False,False,True,False
0.24512933047036323,-0.29356819174505366,20:08,23:38,03:30,False,True,False,False,True,True,False,False,False,False
0.570898732971757,1.058396337754103,08:44,17:21,08:37,True,False,False,False,True,True,False,False,False,False
1.2224375379745445,-0.9836270360014012,19:15,22:38,03:23,True,False,True,False,False,False,True,False,False,False
-1.3837176820366053,-0.9274410061410158,13:50,18:43,04:53,True,False,False,False,True,True,False,False,False,False
-0.27610171353186674,-1.6614680393267465,07:29,08:19,00:50,True,False,False,True,False,False,False,True,False,False
1.548206940475938,0.005336446465212541,16:25,19:28,03:03,False,True,True,False,False,False,True,False,False,False
0.8966681354731506,-0.6997756026512731,09:37,12:49,03:12,False,True,True,False,False,True,False,False,False,False
-1.514025443037163,-1.4720227688009577,23:30,05:46,06:16,True,False,True,False,False,False,False,True,False,False
0.7663603744725932,1.4073408533076592,08:20,15:40,07:20,True,False,False,False,True,False,False,True,False,False
0.11482156946980573,-1.0318683188522697,05:26,07:59,02:33,False,True,False,False,True,False,True,False,False,False
-1.3185638015363266,1.6489969161851064,23:40,08:55,09:15,True,False,True,False,False,False,False,False,True,False
-1.1231021600354905,0.8680145379305089,22:37,07:41,09:04,True,False,False,False,True,False,True,False,False,False
1.4830530599756593,-0.5202913379290534,20:17,02:21,06:04,True,False,True,False,False,False,False,False,False,True
1.0921297769739868,1.506097438160642,11:02,17:12,06:10,False,True,True,False,False,False,True,False,False,False
-0.7321788770338179,-1.0522256590626693,10:55,13:13,02:18,False,True,False,False,True,False,False,True,False,False
-1.709487084537999,1.0869504573232767,18:03,05:46,11:43,True,False,True,False,False,False,False,True,False,False
-1.4488715625368842,-0.807112743394852,19:00,23:01,04:01,True,False,False,True,False,False,False,False,True,False
-0.9276405185346541,1.1170912350911784,04:46,07:42,02:56,False,True,False,False,True,False,False,False,True,False
0.44059097197119945,1.6349317926942124,22:46,02:37,03:51,False,True,False,False,True,False,False,False,False,True
-0.9276405185346541,-1.7155862583216412,17:55,00:25,06:30,False,True,False,False,True,False,False,True,False,False
0.8315142549728719,1.4481070857998974,13:08,13:59,00:51,False,True,True,False,False,False,True,False,False,False
0.7663603744725932,-0.9017766665763854,05:09,07:54,02:45,False,True,True,False,False,False,False,True,False,False
-0.7321788770338179,-0.356264102626576,12:00,23:14,11:14,False,True,False,False,True,False,False,False,True,False
-1.4488715625368842,0.05647323732856154,21:56,04:36,06:40,True,False,True,False,False,False,True,False,False,False
0.570898732971757,0.8984130760556052,09:24,19:31,10:07,False,True,False,False,True,False,False,False,False,True
1.0921297769739868,-1.4032580335094977,11:13,22:27,11:14,True,False,True,False,False,False,True,False,False,False
-0.9276405185346541,0.10491213645327901,16:46,20:44,03:58,False,True,True,False,False,False,False,False,False,True
-1.1231021600354905,-0.5983182620556895,23:28,08:35,09:07,False,True,False,False,True,False,False,True,False,False
-0.21094783303158798,-0.7219744974136263,17:43,01:01,07:18,False,True,True,False,False,False,True,False,False,False
0.11482156946980573,-1.383421942021424,19:36,03:40,08:04,True,False,True,False,False,False,False,True,False,False
1.3527452989751019,-0.6257926521286161,21:50,03:49,05:59,True,False,True,False,False,False,False,False,True,False
-0.5367172355329817,-1.0092054554469667,11:58,12:46,00:48,True,False,False,True,False,False,False,False,False,True
-1.4488715625368842,0.5904266812601984,16:28,16:54,00:26,True,False,False,False,True,False,False,False,False,True
1.3527452989751019,1.125583006858741,07:45,13:31,05:46,False,True,True,False,False,False,False,True,False,False
0.8966681354731506,-0.8963551070634022,17:59,21:23,03:24,True,False,True,False,False,False,False,True,False,False
-0.5367172355329817,1.6117849126181785,18:11,04:51,10:40,False,True,False,True,False,False,False,False,True,False
-0.7321788770338179,-0.12845263493442297,11:55,20:13,08:18,True,False,False,False,True,False,False,True,False,False
-0.6018711160332605,0.861945713520571,12:43,16:16,03:33,False,True,False,True,False,False,False,True,False,False
1.2224375379745445,0.777027995844945,07:10,07:25,00:15,True,False,True,False,False,False,False,False,False,True
0.9618220159734294,0.8708871339112393,20:40,23:08,02:28,False,True,False,True,False,False,False,False,True,False
-0.9927943990349329,1.6857649991368662,21:26,04:52,07:26,False,True,False,False,True,False,True,False,False,False
-0.6670249965335392,1.324127217993483,06:31,07:27,00:56,True,False,False,False,True,True,False,False,False,False
-0.8624866380343754,-0.5172755417498819,17:30,22:55,05:25,True,False,False,True,False,False,False,False,False,True
-0.8624866380343754,0.19491632517753626,16:48,17:41,00:53,True,False,False,True,False,False,False,True,False,False
-0.4064094745324242,-0.467189840343091,21:53,22:22,00:29,False,True,False,True,False,False,False,False,False,True
-0.47156335503270297,0.40480772003675797,07:03,11:46,04:43,True,False,True,False,False,False,False,False,False,True
0.9618220159734294,1.4676481848791822,18:10,22:36,04:26,False,True,False,True,False,False,False,False,False,True
-0.9276405185346541,1.1745660667375348,14:06,15:26,01:20,False,True,False,True,False,True,False,False,False,False
-0.015486191530751755,1.148062574010039,18:00,05:10,11:10,True,False,True,False,False,False,False,False,False,True
1.2224375379745445,0.9662355540413218,22:40,08:51,10:11,False,True,False,False,True,False,True,False,False,False
-1.0579482795352118,0.8724709281059986,16:45,03:26,10:41,True,False,False,True,False,False,True,False,False,False
1.548206940475938,-1.4132534073606928,13:40,22:26,08:46,False,True,False,True,False,False,False,False,False,True
-0.6670249965335392,-1.5265820444070515,20:06,01:33,05:27,True,False,False,False,True,False,False,False,False,True
-0.21094783303158798,1.2219681964255378,10:17,13:04,02:47,True,False,False,True,False,False,False,False,False,True
-0.7973327575340967,-1.191250139717315,16:48,21:01,04:13,True,False,False,True,False,False,False,True,False,False
1.6785147014764956,0.5197001032500941,18:13,20:58,02:45,True,False,True,False,False,False,False,True,False,False
-1.709487084537999,-0.764779900731667,09:22,15:36,06:14,False,True,True,False,False,False,False,False,True,False
-1.1882560405357692,1.2583124067899119,15:28,19:49,04:21,True,False,False,True,False,True,False,False,False,False
0.7663603744725932,-0.17568865239223422,09:58,12:29,02:31,True,False,False,True,False,False,True,False,False,False
-0.5367172355329817,1.3168698319364833,09:15,19:34,10:19,False,True,False,True,False,False,False,False,True,False
1.4178991794753806,1.401546973278729,20:15,00:29,04:14,False,True,True,False,False,False,False,True,False,False
1.548206940475938,0.959155736230389,23:33,09:21,09:48,False,True,True,False,False,False,False,True,False,False
1.613360820976217,0.43307257520508036,09:19,13:38,04:19,False,True,True,False,False,False,False,False,False,True
-0.34125559403214545,-0.14266095862375808,05:35,06:37,01:02,False,True,True,False,False,False,False,False,False,True
1.0921297769739868,0.31471474718946735,05:44,14:54,09:10,False,True,True,False,False,True,False,False,False,False
-0.7321788770338179,-1.2032044922831855,05:15,05:51,00:36,True,False,False,False,True,False,False,False,False,True
-0.5367172355329817,0.7564759033646657,23:27,04:44,05:17,False,True,False,True,False,False,False,False,True,False
1.0921297769739868,-1.2217202779416314,12:33,21:33,09:00,True,False,False,True,False,False,True,False,False,False
0.8966681354731506,-0.950146829605851,09:04,19:29,10:25,True,False,False,True,False,False,False,False,False,True
0.17997544997008447,-0.875903254722031,07:12,16:14,09:02,False,True,True,False,False,False,False,False,True,False
1.4830530599756593,-0.19245739562969796,16:24,02:47,10:23,False,True,False,True,False,False,False,False,False,True
-1.1231021600354905,-0.6109771595978907,16:59,20:14,03:15,False,True,False,True,False,True,False,False,False,False
1.613360820976217,0.4631417528737615,06:59,12:32,05:33,True,False,False,False,True,False,False,False,False,True
0.7663603744725932,0.3384115160275155,23:37,03:58,04:21,False,True,False,True,False,False,True,False,False,False
0.3754370914709207,-0.9845864773309573,16:47,01:15,08:28,False,True,False,False,True,True,False,False,False,False
0.6360526134720357,-0.4118945157170097,08:46,17:44,08:58,False,True,True,False,False,True,False,False,False,False
0.8966681354731506,0.6773348816941572,15:08,21:34,06:26,False,True,False,False,True,False,False,False,True,False
1.6785147014764956,1.6676129419824612,14:15,16:44,02:29,True,False,True,False,False,True,False,False,False,False
0.3754370914709207,-0.3485456119305956,17:15,01:55,08:40,True,False,False,True,False,True,False,False,False,False
-0.4064094745324242,1.6075204107085994,17:26,00:34,07:08,False,True,False,False,True,False,False,False,False,True
-0.6018711160332605,1.6428478996640412,19:11,22:25,03:14,False,True,False,False,True,False,False,True,False,False
-1.6443332040377203,0.019854082583180603,23:54,10:39,10:45,True,False,False,True,False,False,False,False,False,True
-0.4064094745324242,1.4395723539728023,23:43,10:46,11:03,True,False,False,False,True,False,False,False,True,False
1.0921297769739868,-0.12330029179450898,16:11,20:09,03:58,True,False,False,False,True,False,False,False,False,True
-0.4064094745324242,0.8021882707110622,06:46,12:53,06:07,True,False,False,False,True,True,False,False,False,False
-0.14579395253130925,-0.2673167313668146,08:50,10:26,01:36,True,False,False,True,False,True,False,False,False,False
-0.6018711160332605,1.0452276475054512,12:54,14:13,01:19,False,True,True,False,False,False,False,True,False,False
0.24512933047036323,1.155087975745564,09:48,15:21,05:33,True,False,True,False,False,True,False,False,False,False
-0.4064094745324242,-0.09433089164985621,21:23,01:48,04:25,False,True,False,False,True,False,False,False,True,False
-1.4488715625368842,1.3490211404904997,22:18,03:39,05:21,False,True,False,True,False,False,False,True,False,False
-0.27610171353186674,-0.1217938257069076,17:03,02:02,08:59,False,True,False,True,False,False,False,False,True,False
1.548206940475938,1.6436469567713434,09:57,10:21,00:24,True,False,True,False,False,False,True,False,False,False
0.7012064939723144,1.6926815687215757,19:22,20:55,01:33,True,False,True,False,False,False,False,False,True,False
0.9618220159734294,-1.571366474467549,19:25,22:47,03:22,False,True,False,False,True,False,True,False,False,False
0.3754370914709207,0.10040419420635038,11:34,17:41,06:07,True,False,False,True,False,False,True,False,False,False
0.8315142549728719,0.5405529161471007,06:53,15:19,08:26,True,False,True,False,False,True,False,False,False,False
0.7012064939723144,0.9913242288082185,09:01,19:54,10:53,True,False,False,True,False,True,False,False,False,False
-0.7973327575340967,0.6003275429804222,19:19,04:52,09:33,True,False,False,True,False,True,False,False,False,False
0.7663603744725932,-1.2397491829253775,15:26,20:44,05:18,True,False,False,True,False,False,False,False,True,False
-0.7973327575340967,-0.45272375629656186,11:02,21:59,10:57,True,False,False,False,True,False,False,True,False,False
-1.3837176820366053,-0.9679208382363713,21:56,00:13,02:17,False,True,False,False,True,False,False,False,False,True
-1.6443332040377203,-1.2736561259122825,19:12,21:07,01:55,True,False,False,True,False,False,False,False,False,True
-1.5791793235374416,-0.2553394667691935,12:02,22:13,10:11,False,True,False,False,True,False,True,False,False,False
0.7663603744725932,0.6022922497030355,11:58,18:19,06:21,False,True,True,False,False,False,True,False,False,False
0.17997544997008447,1.4190231254964913,13:55,15:14,01:19,False,True,True,False,False,False,False,True,False,False
0.7012064939723144,-1.368337233117629,10:27,18:20,07:53,False,True,False,False,True,False,True,False,False,False
1.548206940475938,-0.0152729260944439,11:54,21:51,09:57,True,False,False,True,False,False,False,False,True,False
-1.1882560405357692,-1.3360112203215146,23:31,09:42,10:11,False,True,False,False,True,True,False,False,False,False
0.7663603744725932,1.1435460397512043,20:39,21:54,01:15,False,True,False,True,False,True,False,False,False,False
0.24512933047036323,-0.16840835430348405,08:23,14:35,06:12,True,False,False,False,True,True,False,False,False,False
-0.8624866380343754,-0.347242490124781,22:27,06:56,08:29,False,True,False,True,False,False,True,False,False,False
-0.7321788770338179,1.0713444996971557,20:57,03:45,06:48,False,True,False,False,True,True,False,False,False,False
0.7663603744725932,-0.595852354638532,07:18,15:32,08:14,False,True,True,False,False,False,False,True,False,False
-1.2534099210360479,-1.4589428626753393,14:49,15:14,00:25,False,True,True,False,False,False,False,True,False,False
0.3754370914709207,-1.2353071127697317,15:49,01:57,10:08,True,False,False,False,True,True,False,False,False,False
-0.27610171353186674,1.314847845134494,06:53,12:06,05:13,True,False,True,False,False,False,True,False,False,False
0.11482156946980573,-0.7803028022426923,15:28,00:04,08:36,False,True,False,False,True,False,True,False,False,False
-0.015486191530751755,1.162677586262947,05:41,12:33,06:52,False,True,False,True,False,False,True,False,False,False
-1.5791793235374416,1.4325584082531526,18:02,22:50,04:48,False,True,False,True,False,False,False,False,True,False
-0.21094783303158798,1.5125901351579656,23:14,07:13,07:59,True,False,True,False,False,False,False,False,True,False
-0.47156335503270297,-0.8281459885418939,13:03,15:00,01:57,False,True,False,True,False,False,False,True,False,False
1.4830530599756593,-0.21512312303896947,08:12,10:21,02:09,True,False,False,True,False,False,False,False,False,True
1.4830530599756593,0.0647616648143378,15:40,02:33,10:53,False,True,True,False,False,False,False,True,False,False
0.17997544997008447,1.591891541050728,21:38,22:58,01:20,True,False,True,False,False,False,True,False,False,False
1.1572836574742655,-0.10394535297319767,14:35,21:04,06:29,False,True,False,True,False,True,False,False,False,False
-1.0579482795352118,-0.8957966262894812,09:05,19:25,10:20,False,True,True,False,False,False,False,False,False,True
0.5057448524714782,-1.5856807663037307,10:27,14:45,04:18,True,False,False,False,True,False,False,True,False,False
1.4830530599756593,-1.6825327885174457,15:05,20:44,05:39,True,False,False,False,True,False,False,True,False,False
-1.5791793235374416,1.7018607014416562,11:54,15:20,03:26,True,False,True,False,False,True,False,False,False,False
-0.5367172355329817,-1.1054388528034158,23:29,06:13,06:44,True,False,False,True,False,False,False,True,False,False
0.7663603744725932,0.9542239213960746,21:55,00:09,02:14,False,True,False,True,False,False,False,False,False,True
0.570898732971757,-0.8913602841417733,12:31,13:27,00:56,False,True,True,False,False,True,False,False,False,False
0.44059097197119945,0.27488217999106573,04:22,11:28,07:06,True,False,False,True,False,False,False,True,False,False
-1.4488715625368842,1.620743517032659,21:42,06:20,08:38,False,True,False,False,True,False,False,False,False,True
1.0921297769739868,-0.23051714437139748,08:25,10:42,02:17,True,False,False,False,True,False,True,False,False,False
-1.0579482795352118,-0.14471731347337366,22:56,04:09,05:13,False,True,False,False,True,False,False,False,True,False
-0.5367172355329817,-0.41111837064145845,10:16,15:35,05:19,False,True,False,True,False,False,True,False,False,False
-1.514025443037163,1.4066305803233912,09:13,14:09,04:56,True,False,False,True,False,False,False,False,False,True
-0.14579395253130925,0.6488638182400792,12:21,17:48,05:27,True,False,False,False,True,False,True,False,False,False
1.3527452989751019,0.3650438889336081,20:52,21:19,00:27,True,False,False,True,False,True,False,False,False,False
-1.1231021600354905,-0.7465046914066024,12:35,19:31,06:56,False,True,True,False,False,False,True,False,False,False
1.4178991794753806,1.1237729563504444,07:28,17:29,10:01,False,True,True,False,False,True,False,False,False,False
-0.47156335503270297,0.6207879873336997,09:56,10:56,01:00,True,False,True,False,False,False,False,True,False,False
-0.34125559403214545,-1.68605264939513,22:29,22:45,00:16,True,False,True,False,False,False,False,False,False,True
-0.7973327575340967,1.3343918082177475,12:15,23:54,11:39,False,True,False,False,True,False,True,False,False,False
-1.1882560405357692,0.2868680366005935,18:55,22:33,03:38,True,False,False,False,True,False,False,False,True,False
1.0269758964737081,1.5789519711195819,18:03,21:44,03:41,True,False,False,True,False,True,False,False,False,False
0.04966768896952699,0.9466056708390032,12:54,15:36,02:42,False,True,True,False,False,False,True,False,False,False
-1.709487084537999,-1.4036990901206967,18:18,19:56,01:38,False,True,False,True,False,False,True,False,False,False
-0.6018711160332605,0.6552877791421511,08:36,11:30,02:54,True,False,False,True,False,False,False,False,False,True
0.570898732971757,-0.19499203914210664,20:03,00:01,03:58,True,False,False,True,False,False,False,True,False,False
-0.9927943990349329,-0.7913979536179157,17:51,00:13,06:22,True,False,False,False,True,False,False,False,True,False
1.613360820976217,1.3426172276162098,17:32,23:33,06:01,False,True,True,False,False,False,False,True,False,False
0.8315142549728719,-0.13686707859482763,21:40,07:33,09:53,False,True,False,True,False,False,False,False,True,False
-1.709487084537999,0.11417432528845527,11:44,21:46,10:02,True,False,False,False,True,False,True,False,False,False
0.17997544997008447,-1.3778256782663423,07:29,14:35,07:06,False,True,True,False,False,False,True,False,False,False
-0.14579395253130925,1.6000195843142502,05:54,12:23,06:29,True,False,False,False,True,True,False,False,False,False
-0.47156335503270297,-1.2780666920242714,08:13,17:50,09:37,True,False,True,False,False,False,False,True,False,False
1.3527452989751019,0.7840963576400022,10:14,12:06,01:52,False,True,True,False,False,False,False,False,True,False
-0.08064007203103049,0.5179215567854547,13:11,00:42,11:31,True,False,False,True,False,False,False,True,False,False
-0.7321788770338179,0.32920374326774704,16:40,02:09,09:29,True,False,False,True,False,False,False,True,False,False
-0.9927943990349329,0.7866338651563802,12:02,23:54,11:52,True,False,False,True,False,False,False,False,False,True
1.548206940475938,-0.4074037574938939,11:27,19:39,08:12,False,True,False,True,False,False,False,False,True,False
-0.08064007203103049,0.779244734916815,19:17,03:55,08:38,False,True,False,True,False,False,False,False,True,False
1.0921297769739868,-0.6911234466614563,12:39,19:55,07:16,False,True,True,False,False,False,False,False,False,True
-0.9927943990349329,0.30122242449233816,10:41,19:05,08:24,False,True,True,False,False,False,True,False,False,False
0.570898732971757,0.9510305569708362,21:44,07:49,10:05,False,True,True,False,False,False,False,False,False,True
1.1572836574742655,-0.7396568579171447,16:09,02:14,10:05,True,False,False,True,False,False,False,False,True,False
1.4830530599756593,-1.6239324033113416,10:46,17:15,06:29,False,True,False,True,False,False,False,False,False,True
0.5057448524714782,-0.1202186235240545,15:44,02:24,10:40,True,False,True,False,False,False,False,False,True,False
1.2875914184748232,-0.3521513929273448,07:54,15:41,07:47,True,False,True,False,False,True,False,False,False,False
0.3754370914709207,0.33306442061772146,08:16,11:17,03:01,True,False,False,False,True,False,False,False,True,False
0.7012064939723144,1.6521014964873109,16:52,19:11,02:19,False,True,False,True,False,False,True,False,False,False
1.613360820976217,-0.2501756676134042,10:46,19:38,08:52,False,True,False,False,True,False,False,True,False,False
-1.3185638015363266,-1.5279424462922426,15:56,20:31,04:35,True,False,False,False,True,False,True,False,False,False
-1.3837176820366053,-0.23756259413470415,13:44,19:29,05:45,True,False,True,False,False,True,False,False,False,False
1.0269758964737081,0.6703581680261023,17:34,03:48,10:14,False,True,True,False,False,False,False,False,False,True
-0.21094783303158798,1.6262481326607388,21:44,04:45,07:01,False,True,False,True,False,False,False,True,False,False
1.4830530599756593,1.2733684756540187,19:26,01:15,05:49,False,True,False,False,True,False,True,False,False,False
-1.3837176820366053,-1.207471858196733,21:14,04:13,06:59,False,True,False,True,False,False,False,False,True,False
-1.3185638015363266,-1.422060219564826,06:39,07:17,00:38,False,True,False,False,True,False,False,False,True,False
-0.7973327575340967,0.8161817941027356,16:02,01:48,09:46,True,False,False,True,False,False,False,False,False,True
-1.514025443037163,-1.6017621485886766,17:24,19:16,01:52,True,False,True,False,False,True,False,False,False,False
-1.5791793235374416,-0.023017192826143222,07:46,08:27,00:41,False,True,False,False,True,False,False,False,True,False
0.17997544997008447,0.3741456935465304,16:20,20:46,04:26,False,True,False,False,True,False,False,False,False,True
-0.7321788770338179,1.6261249804900793,06:48,10:19,03:31,True,False,False,False,True,True,False,False,False,False
0.9618220159734294,-1.099939965183274,14:06,21:20,07:14,False,True,False,False,True,False,False,False,False,True
-0.6670249965335392,-1.3248501968550082,20:36,07:05,10:29,False,True,False,False,True,True,False,False,False,False
-0.7973327575340967,-1.1064527102083794,12:30,19:40,07:10,True,False,True,False,False,False,True,False,False,False
0.5057448524714782,0.3842842675961666,14:32,17:40,03:08,False,True,False,True,False,True,False,False,False,False
1.0921297769739868,0.9942626968802313,12:13,12:44,00:31,False,True,False,False,True,True,False,False,False,False
-1.6443332040377203,0.006103999528857406,08:55,10:57,02:02,False,True,False,False,True,False,False,True,False,False
0.570898732971757,0.6929007432647143,13:32,19:58,06:26,False,True,False,True,False,False,False,False,False,True
1.4178991794753806,-0.8407905660642512,09:06,19:48,10:42,True,False,False,True,False,False,False,False,True,False
0.9618220159734294,-1.3965619922303878,07:43,18:11,10:28,True,False,False,False,True,False,False,False,True,False
1.0921297769739868,1.633995263396407,09:36,17:54,08:18,True,False,False,False,True,False,True,False,False,False
-1.5791793235374416,1.4943521578844954,14:43,01:27,10:44,False,True,False,True,False,False,False,True,False,False
-1.5791793235374416,0.9521102864670828,11:06,20:12,09:06,True,False,False,False,True,False,False,False,False,True
0.04966768896952699,-0.5508703083041853,13:22,15:50,02:28,True,False,False,True,False,False,False,True,False,False
-0.7973327575340967,0.3530637603320181,07:57,17:09,09:12,True,False,True,False,False,False,True,False,False,False
1.1572836574742655,-0.6694773046650859,20:27,02:13,05:46,False,True,False,False,True,False,True,False,False,False
-0.9276405185346541,-1.6697564668125227,11:47,20:19,08:32,False,True,False,False,True,False,False,False,True,False
-1.2534099210360479,0.7015643552704063,23:09,09:33,10:24,True,False,True,False,False,False,False,True,False,False
-0.7973327575340967,1.484293775945986,10:54,11:05,00:11,False,True,False,False,True,False,False,False,True,False
-1.5791793235374416,0.6674139719461513,20:17,07:39,11:22,False,True,True,False,False,True,False,False,False,False
0.3754370914709207,0.8373868794879068,08:06,09:32,01:26,False,True,False,False,True,False,False,True,False,False
0.570898732971757,-1.4719712167295187,13:03,00:22,11:19,False,True,True,False,False,False,False,False,False,True
0.9618220159734294,0.20512649932639307,18:03,18:20,00:17,True,False,False,False,True,False,False,False,True,False
-0.015486191530751755,-0.3943839954516208,08:34,18:48,10:14,False,True,False,True,False,False,False,False,True,False
-1.5791793235374416,0.15295293902632962,21:14,05:00,07:46,False,True,False,True,False,False,False,True,False,False
0.5057448524714782,-1.6833690776763421,19:49,20:54,01:05,False,True,False,False,True,False,False,True,False,False
1.3527452989751019,-1.5243538493193063,14:24,22:47,08:23,True,False,False,True,False,False,False,False,True,False
-0.015486191530751755,-0.873889859931948,11:34,21:32,09:58,True,False,False,False,True,False,False,False,True,False
-0.7973327575340967,-1.3596277970484358,06:43,10:13,03:30,False,True,True,False,False,False,False,True,False,False
1.4830530599756593,-0.4224827383897514,20:37,05:50,09:13,False,True,False,False,True,True,False,False,False,False
1.6785147014764956,-1.225629643359076,18:45,22:14,03:29,False,True,True,False,False,True,False,False,False,False
0.6360526134720357,0.7131349313044549,06:26,07:31,01:05,True,False,False,False,True,True,False,False,False,False
